,Ranking,m/z A,Interpretation A,error A,m/z B,Interpretation B,error B
6541,6738,476.273741,y8 (+2),-0.00158266,646.348316,y12-NH3 (+2) (C13),-0.00296254
12230,6739,531.297907,y10-H2O (+2),-0.00174225,500.357482,y4 (+1),-0.00198796
1016,6740,201.087675,internal 2:3 (+1),-0.00069166,745.895269,y14-H2O (+2) (C13),-0.0020699
26777,6741,754.399472,y14 (+2),-0.00266797,755.402417,No Match,-1000.0
23754,6742,694.319024,internal 2:8 (+1),-0.0035443,588.337358,y11-H2O (+2) (C13),0.00251616
4999,6743,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935,682.371222,No Match,-1000.0
5389,6744,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219,1080.604578,y10 (+1) (C13),-0.00560545
17895,6745,645.850301,y12-H2O (+2) (C13),0.00304467,746.307712,No Match,-1000.0
25296,6746,745.394437,y14-H2O (+2),-0.00291531,530.2879,Parent-H2O (+3),-0.00165542
6625,6747,476.775123,y8 (+2) (C13),-0.00128724,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937
9569,6748,504.784561,y9 (+2),-0.0016708,1205.641873,internal 3:14 (+1) (C13),-0.00645537
1727,6749,229.119049,b2 (+1) / internal 4:5 (+1) / internal 11:12 (+1),-0.00076553,815.484834,y7 (+1) (C13),-0.00335081
28977,6750,1008.563901,y9 (+1),-0.00539706,597.848378,No Match,-1000.0
7769,6751,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435,661.357419,No Match,-1000.0
11670,6752,530.621016,Parent-H2O (+3) (C13),-0.00031981,266.125697,internal 6:8 (+1) / internal 3:8-H2O-NH3 (+2) (C13) / internal 5:10-NH3-NH3 (+2) (C13),-0.00093117
29584,6753,1091.55473,internal 3:13 (+1),-0.00673118,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795
21435,6754,675.869221,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
16712,6755,610.345456,No Match,-1000.0,202.127494,b2-CO (+1) (C13) / internal 4:5-CO (+1) (C13) / internal 11:12-CO (+1) (C13),-0.00077032
8831,6756,500.357482,y4 (+1),-0.00198796,689.374307,No Match,-1000.0
23792,6757,694.319024,internal 2:8 (+1),-0.0035443,682.872369,No Match,-1000.0
9712,6758,505.285893,y9 (+2) (C13),-0.00132538,731.912667,No Match,-1000.0
6685,6759,476.775123,y8 (+2) (C13),-0.00128724,532.294456,y10-NH3 (+2) (C13),-0.00460604
17353,6760,629.40075,y5 (+1),-0.00266287,682.371222,No Match,-1000.0
19104,6761,655.362039,No Match,-1000.0,721.890295,No Match,-1000.0
9438,6762,504.784561,y9 (+2),-0.0016708,487.266092,y9-H2O-NH3 (+2),-0.00175869
6856,6763,482.226425,internal 2:6-H2O (+1) / internal 2:11-H2O-CO (+2) (C13) / internal 2:11-HCOOH (+2) (C13),-0.00188557,531.297907,y10-H2O (+2),-0.00174225
3994,6764,397.19662,b8 (+2),-0.00103496,1008.563901,y9 (+1),-0.00539706
26618,6765,753.896121,No Match,-1000.0,1091.55473,internal 3:13 (+1),-0.00673118
19261,6766,659.353388,No Match,-1000.0,668.863524,y13-HNCNH (+2),0.00108448
1338,6767,202.121175,internal 10:11-CO-CO (+1),-0.00255717,668.386186,No Match,-1000.0
4538,6768,401.288604,y3 (+1),-0.00152387,288.204002,y2 (+1),-0.00098585
126,6769,156.102426,No Match,-1000.0,681.870748,No Match,-1000.0
5201,6770,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273,755.402417,No Match,-1000.0
16739,6771,610.345456,No Match,-1000.0,460.588166,No Match,-1000.0
21408,6772,675.869221,No Match,-1000.0,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315
6443,6773,476.273741,y8 (+2),-0.00158266,201.087675,internal 2:3 (+1),-0.00069166
10553,6774,521.631926,No Match,-1000.0,661.357419,No Match,-1000.0
26330,6775,750.356517,internal 3:10 (+1),-0.00358916,505.787346,No Match,-1000.0
26339,6776,750.356517,internal 3:10 (+1),-0.00358916,529.270973,b5 (+1) (C13) / internal 5:10-H2O-H2O (+1) (C13),-0.00121392
1271,6777,202.121175,internal 10:11-CO-CO (+1),-0.00255717,503.602581,No Match,-1000.0
18699,6778,654.359227,y12 (+2),-0.00227641,537.279979,internal 3:8-CO (+1),-0.00200701
23671,6779,694.319024,internal 2:8 (+1),-0.0035443,202.121175,internal 10:11-CO-CO (+1),-0.00255717
18671,6780,654.359227,y12 (+2),-0.00227641,503.602581,No Match,-1000.0
28043,6781,815.484834,y7 (+1) (C13),-0.00335081,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273
28675,6782,952.544553,y8 (+1) (C13),-0.00415795,722.392114,No Match,-1000.0
5146,6783,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273,630.403825,y5 (+1) (C13),-0.00238304
7503,6784,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
27909,6785,814.482029,y7 (+1),-0.00390064,531.286332,No Match,-1000.0
11170,6786,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,460.254049,No Match,-1000.0
4728,6787,402.292021,y3 (+1) (C13),-0.00158604,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
715,6788,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795,371.193813,internal 3:6 (+1),-0.00130197
29360,6789,1079.601791,y10 (+1),-0.00617328,682.872369,No Match,-1000.0
13692,6790,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,668.386186,No Match,-1000.0
14662,6791,541.306032,No Match,-1000.0,495.779102,y9-H2O (+2),-0.00149414
14313,6792,540.30326,y10 (+2),-0.00181291,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917
24413,6793,725.878589,No Match,-1000.0,503.602581,No Match,-1000.0
28464,6794,951.541865,y8 (+1),-0.00482478,645.850301,y12-H2O (+2) (C13),0.00304467
18124,6795,646.372715,No Match,-1000.0,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935
15736,6796,588.337358,y11-H2O (+2) (C13),0.00251616,536.182618,No Match,-1000.0
2853,6797,300.156407,b3 (+1) / b6 (+2) / internal 3:5 (+1) / internal 4:6 (+1),-0.00100975,531.286332,No Match,-1000.0
7210,6798,486.22122,No Match,-1000.0,536.182618,No Match,-1000.0
803,6799,195.08835,internal 7:8 (+1) / internal 8:9 (+1),-0.00069795,654.359227,y12 (+2),-0.00227641
47,6800,156.102426,No Match,-1000.0,497.264778,internal 4:13-CO (+2) (C13),-0.00147714
20247,6801,667.389809,No Match,-1000.0,524.951635,No Match,-1000.0
20657,6802,667.887312,No Match,-1000.0,681.370686,y13-H2O (+2) (C13),0.00121656
28610,6803,952.544553,y8 (+1) (C13),-0.00415795,535.850077,No Match,-1000.0
22676,6804,688.870291,No Match,-1000.0,505.787346,No Match,-1000.0
22100,6805,682.371222,No Match,-1000.0,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384
403,6806,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,505.285893,y9 (+2) (C13),-0.00132538
1984,6807,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897,531.297907,y10-H2O (+2),-0.00174225
16623,6808,603.793117,b12 (+2),-0.00200785,597.848378,No Match,-1000.0
5428,6809,425.707564,b9 (+2),-0.0012471,460.254049,No Match,-1000.0
22049,6810,681.870748,No Match,-1000.0,681.370686,y13-H2O (+2) (C13),0.00121656
4773,6811,402.292021,y3 (+1) (C13),-0.00158604,535.955778,No Match,-1000.0
12439,6812,531.621297,No Match,-1000.0,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658
4418,6813,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428,530.954686,No Match,-1000.0
14024,6814,536.959897,No Match,-1000.0,646.372715,No Match,-1000.0
10715,6815,524.284538,Parent-H2O-H2O (+3),-0.00181498,645.354248,y12-H2O (+2),-0.00257975
29503,6816,1080.604578,y10 (+1) (C13),-0.00560545,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267
1841,6817,230.116129,internal 10:11-CO (+1),-0.00259655,645.354248,y12-H2O (+2),-0.00257975
8710,6818,500.357482,y4 (+1),-0.00198796,230.116129,internal 10:11-CO (+1),-0.00259655
11903,6819,530.954686,No Match,-1000.0,531.621297,No Match,-1000.0
1371,6820,202.121175,internal 10:11-CO-CO (+1),-0.00255717,754.399472,y14 (+2),-0.00266797
5869,6821,429.1995,internal 2:5 (+1),-0.00150966,682.371222,No Match,-1000.0
21803,6822,681.370686,y13-H2O (+2) (C13),0.00121656,503.602581,No Match,-1000.0
11572,6823,530.2879,Parent-H2O (+3),-0.00165542,566.278227,internal 3:8 (+1) (C13),-0.00198556
2396,6824,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,690.880814,No Match,-1000.0
29970,6825,1204.639002,internal 3:14 (+1),-0.0069392,487.266092,y9-H2O-NH3 (+2),-0.00175869
23106,6826,689.877751,y13 (+2),-0.00224352,721.890295,No Match,-1000.0
12310,6827,531.297907,y10-H2O (+2),-0.00174225,688.870291,No Match,-1000.0
6607,6828,476.273741,y8 (+2),-0.00158266,1080.604578,y10 (+1) (C13),-0.00560545
10858,6829,524.616921,Parent-H2O-H2O (+3) (C13),0.00025363,531.297907,y10-H2O (+2),-0.00174225
5652,6830,428.215597,internal 3:7 (+1),-0.00162225,541.306032,No Match,-1000.0
12655,6831,531.794223,y10-H2O (+2) (C13),0.00361917,682.371222,No Match,-1000.0
9545,6832,504.784561,y9 (+2),-0.0016708,746.892819,No Match,-1000.0
14572,6833,540.804661,y10 (+2) (C13),-0.00153649,688.870291,No Match,-1000.0
9318,6834,503.602581,No Match,-1000.0,610.345456,No Match,-1000.0
15431,6835,566.278227,internal 3:8 (+1) (C13),-0.00198556,668.361566,No Match,-1000.0
43,6836,156.102426,No Match,-1000.0,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
368,6837,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673
22499,6838,683.374046,No Match,-1000.0,503.602581,No Match,-1000.0
25954,6839,746.892819,No Match,-1000.0,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935
14021,6840,536.959897,No Match,-1000.0,645.354248,y12-H2O (+2),-0.00257975
3592,6841,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673,660.881708,No Match,-1000.0
9271,6842,503.602581,No Match,-1000.0,500.273383,b5-CO (+1),-0.00189337
24301,6843,722.392114,No Match,-1000.0,666.887703,No Match,-1000.0
23985,6844,717.904469,No Match,-1000.0,746.307712,No Match,-1000.0
11510,6845,530.2879,Parent-H2O (+3),-0.00165542,401.288604,y3 (+1),-0.00152387
1307,6846,202.121175,internal 10:11-CO-CO (+1),-0.00255717,587.840184,y11-H2O (+2),-0.00198726
7610,6847,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727,682.872369,No Match,-1000.0
11192,6848,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775,505.787346,No Match,-1000.0
21947,6849,681.870748,No Match,-1000.0,398.232448,No Match,-1000.0
26129,6850,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,415.183883,b4 (+1) / internal 6:10-H2O-H2O (+1),-0.00154273
16903,6851,622.296933,internal 3:9 (+1) / b7-H2O-NH3 (+1) (C13),-0.00258267,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428
17604,6852,645.354248,y12-H2O (+2),-0.00257975,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219
2404,6853,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,731.912667,No Match,-1000.0
15526,6854,587.840184,y11-H2O (+2),-0.00198726,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306
24854,6855,731.912667,No Match,-1000.0,745.895269,y14-H2O (+2) (C13),-0.0020699
11115,6856,524.951635,No Match,-1000.0,754.399472,y14 (+2),-0.00266797
5385,6857,416.187017,b4 (+1) (C13) / internal 6:10-H2O-H2O (+1) (C13),-0.0013219,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116
24045,6858,721.890295,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
10415,6859,521.297717,No Match,-1000.0,746.892819,No Match,-1000.0
30032,6860,1204.639002,internal 3:14 (+1),-0.0069392,646.372715,No Match,-1000.0
14324,6861,540.30326,y10 (+2),-0.00181291,505.787346,No Match,-1000.0
26556,6862,753.896121,No Match,-1000.0,654.860832,y12 (+2) (C13),-0.00220399
29138,6863,1009.566717,y9 (+1) (C13),-0.00485823,536.959897,No Match,-1000.0
28042,6864,815.484834,y7 (+1) (C13),-0.00335081,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935
2403,6865,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,726.38,No Match,-1000.0
21347,6866,675.365928,y13-HCOH (+2) (C13),0.0059744,668.361566,No Match,-1000.0
14080,6867,536.959897,No Match,-1000.0,814.482029,y7 (+1),-0.00390064
1146,6868,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,645.850301,y12-H2O (+2) (C13),0.00304467
27762,6869,759.893576,No Match,-1000.0,610.345456,No Match,-1000.0
14931,6870,554.258768,b11 (+2) / internal 2:12 (+2),-0.0018658,726.38,No Match,-1000.0
13102,6871,535.955778,No Match,-1000.0,503.268414,No Match,-1000.0
18435,6872,646.851595,No Match,-1000.0,978.469136,b10 (+1) / internal 3:12 (+1),-0.00520116
16824,6873,610.345456,No Match,-1000.0,668.386186,No Match,-1000.0
12268,6874,531.297907,y10-H2O (+2),-0.00174225,566.278227,internal 3:8 (+1) (C13),-0.00198556
19405,6875,660.387149,No Match,-1000.0,596.845575,y11 (+2),-0.00209592
10075,6876,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044,758.462697,y6 (+1) (C13),-0.00267753
6994,6877,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306,460.254049,No Match,-1000.0
13000,6878,535.850077,No Match,-1000.0,680.872829,y13-H2O (+2),-0.00260386
21823,6879,681.370686,y13-H2O (+2) (C13),0.00121656,532.294456,y10-NH3 (+2) (C13),-0.00460604
4512,6880,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428,879.399748,internal 2:10 (+1) / internal 3:11 (+1),-0.00422707
21411,6881,675.869221,No Match,-1000.0,229.119049,b2 (+1) / internal 4:5 (+1) / internal 11:12 (+1),-0.00076553
16022,6882,597.346987,y11 (+2) (C13),-0.0018305,288.204002,y2 (+1),-0.00098585
1111,6883,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,530.621016,Parent-H2O (+3) (C13),-0.00031981
10422,6884,521.297717,No Match,-1000.0,757.460091,y6 (+1),-0.00342636
8998,6885,501.360683,y4 (+1) (C13),-0.00183413,680.872829,y13-H2O (+2),-0.00260386
13053,6886,535.955778,No Match,-1000.0,187.072039,internal 3:4 (+1),-0.00070573
20131,6887,666.887703,No Match,-1000.0,668.863524,y13-HNCNH (+2),0.00108448
3920,6888,397.19662,b8 (+2),-0.00103496,597.346987,y11 (+2) (C13),-0.0018305
16287,6889,597.848378,No Match,-1000.0,646.851595,No Match,-1000.0
22346,6890,682.872369,No Match,-1000.0,535.850077,No Match,-1000.0
3082,6891,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892,680.872829,y13-H2O (+2),-0.00260386
14295,6892,540.30326,y10 (+2),-0.00181291,402.292021,y3 (+1) (C13),-0.00158604
6340,6893,475.739504,b10-CO (+2) / internal 3:12-CO (+2),-0.00135566,536.182618,No Match,-1000.0
9395,6894,503.602581,No Match,-1000.0,1205.641873,internal 3:14 (+1) (C13),-0.00645537
8298,6895,497.264778,internal 4:13-CO (+2) (C13),-0.00147714,668.386186,No Match,-1000.0
4965,6896,411.188975,internal 2:5-H2O (+1) / internal 3:7-NH3 (+1),-0.00154935,597.848378,No Match,-1000.0
2074,6897,230.122528,b2 (+1) (C13) / internal 4:5 (+1) (C13) / internal 11:12 (+1) (C13),-0.0008897,814.482029,y7 (+1),-0.00390064
26279,6898,750.356517,internal 3:10 (+1),-0.00358916,201.087675,internal 2:3 (+1),-0.00069166
1368,6899,202.121175,internal 10:11-CO-CO (+1),-0.00255717,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757
23534,6900,691.382239,No Match,-1000.0,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435
9265,6901,503.602581,No Match,-1000.0,487.767518,y9-H2O-NH3 (+2) (C13),-0.00150727
17695,6902,645.354248,y12-H2O (+2),-0.00257975,668.863524,y13-HNCNH (+2),0.00108448
15422,6903,566.278227,internal 3:8 (+1) (C13),-0.00198556,659.353388,No Match,-1000.0
20837,6904,668.361566,No Match,-1000.0,689.374307,No Match,-1000.0
17683,6905,645.354248,y12-H2O (+2),-0.00257975,655.362039,No Match,-1000.0
7707,6906,489.73711,b10 (+2) / internal 3:12 (+2),-0.00150435,501.360683,y4 (+1) (C13),-0.00183413
8678,6907,500.273383,b5-CO (+1),-0.00189337,753.896121,No Match,-1000.0
19368,6908,660.387149,No Match,-1000.0,504.784561,y9 (+2),-0.0016708
499,6909,183.113388,b2-H2O-CO (+1) / b2-HCOOH (+1) / internal 4:5-H2O-CO (+1) / internal 4:5-HCOOH (+1) / internal 11:12-H2O-CO (+1) / internal 11:12-HCOOH (+1),-0.00058384,750.356517,internal 3:10 (+1),-0.00358916
25425,6910,745.895269,y14-H2O (+2) (C13),-0.0020699,397.173179,b4-H2O (+1) / internal 9:12-NH3 (+1),-0.00140342
22600,6911,683.374046,No Match,-1000.0,754.901072,y14 (+2) (C13),-0.00259056
26255,6912,747.394056,internal 5:12-H2O-CO (+1) (C13) / internal 5:12-HCOOH (+1) (C13) / internal 6:13-H2O-CO (+1) (C13) / internal 6:13-HCOOH (+1) (C13),0.00369757,755.402417,No Match,-1000.0
6505,6913,476.273741,y8 (+2),-0.00158266,530.621016,Parent-H2O (+3) (C13),-0.00031981
12378,6914,531.621297,No Match,-1000.0,399.225909,y7-NH3 (+2),0.00351886
18318,6915,646.851595,No Match,-1000.0,500.237156,internal 2:6 (+1),-0.00205188
17397,6916,629.40075,y5 (+1),-0.00266287,1107.512648,b11 (+1) / internal 2:12 (+1),-0.00612007
29564,6917,1080.604578,y10 (+1) (C13),-0.00560545,759.391959,No Match,-1000.0
15959,6918,596.845575,y11 (+2),-0.00209592,681.370686,y13-H2O (+2) (C13),0.00121656
13766,6919,536.625725,Parent (+3) (C13),-0.00150724,383.194391,b8-CO (+2) / internal 2:5-H2O-CO (+1) / internal 2:5-HCOOH (+1) / internal 3:7-CO-NH3 (+1),0.00373673
11872,6920,530.954686,No Match,-1000.0,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306
2353,6921,272.161442,b3-CO (+1) / b6-CO-CO (+2) / internal 3:5-CO (+1) / internal 4:6-CO (+1),-0.00095937,596.845575,y11 (+2),-0.00209592
18390,6922,646.851595,No Match,-1000.0,668.386186,No Match,-1000.0
8068,6923,495.779102,y9-H2O (+2),-0.00149414,528.268562,b5 (+1) / internal 3:13-H2O-H2O (+2) / internal 5:10-H2O-H2O (+1),-0.00215775
10659,6924,524.284538,Parent-H2O-H2O (+3),-0.00181498,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917
7223,6925,486.22122,No Match,-1000.0,587.840184,y11-H2O (+2),-0.00198726
23384,6926,690.880814,No Match,-1000.0,530.954686,No Match,-1000.0
13594,6927,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,397.19662,b8 (+2),-0.00103496
28650,6928,952.544553,y8 (+1) (C13),-0.00415795,661.858094,No Match,-1000.0
975,6929,201.087675,internal 2:3 (+1),-0.00069166,646.851595,No Match,-1000.0
26024,6930,746.892819,No Match,-1000.0,625.839478,No Match,-1000.0
13587,6931,536.291421,Parent (+3) / internal 5:10-CO (+1),-0.00165486,298.104311,internal 2:4-H2O (+1) / internal 9:11-NH3 (+1),-0.00094933
2493,6932,288.204002,y2 (+1),-0.00098585,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044
27463,6933,758.462697,y6 (+1) (C13),-0.00267753,745.394437,y14-H2O (+2),-0.00291531
24567,6934,726.38,No Match,-1000.0,429.1995,internal 2:5 (+1),-0.00150966
5610,6935,428.215597,internal 3:7 (+1),-0.00162225,487.266092,y9-H2O-NH3 (+2),-0.00175869
25326,6936,745.394437,y14-H2O (+2),-0.00291531,610.345456,No Match,-1000.0
10087,6937,510.25783,b5-H2O (+1) / internal 9:13-NH3 (+1),-0.00199044,1080.604578,y10 (+1) (C13),-0.00560545
30143,6938,1205.641873,internal 3:14 (+1) (C13),-0.00645537,486.22122,No Match,-1000.0
27509,6939,759.391959,No Match,-1000.0,301.159861,b3 (+1) (C13) / internal 3:5 (+1) (C13) / internal 4:6 (+1) (C13),-0.00110892
26918,6940,754.901072,y14 (+2) (C13),-0.00259056,675.365928,y13-HCOH (+2) (C13),0.0059744
3304,6941,316.114992,internal 2:4 (+1),-0.00106564,1204.639002,internal 3:14 (+1),-0.0069392
7070,6942,482.262768,b5-H2O-CO (+1) / b5-HCOOH (+1) / internal 9:13-CO-NH3 (+1),-0.00184306,659.353388,No Match,-1000.0
4710,6943,402.292021,y3 (+1) (C13),-0.00158604,266.125697,internal 6:8 (+1) / internal 3:8-H2O-NH3 (+2) (C13) / internal 5:10-NH3-NH3 (+2) (C13),-0.00093117
1365,6944,202.121175,internal 10:11-CO-CO (+1),-0.00255717,746.307712,No Match,-1000.0
16096,6945,597.346987,y11 (+2) (C13),-0.0018305,566.278227,internal 3:8 (+1) (C13),-0.00198556
17286,6946,629.40075,y5 (+1),-0.00266287,521.631926,No Match,-1000.0
25146,6947,736.389846,y14-H2O-H2O (+2),-0.00360666,588.337358,y11-H2O (+2) (C13),0.00251616
4455,6948,401.20454,internal 2:5-CO (+1) / internal 7:14-NH3-NH3 (+2) (C13),-0.00146428,646.851595,No Match,-1000.0
22417,6949,682.872369,No Match,-1000.0,745.394437,y14-H2O (+2),-0.00291531
12849,6950,532.294456,y10-NH3 (+2) (C13),-0.00460604,746.307712,No Match,-1000.0
16803,6951,610.345456,No Match,-1000.0,629.40075,y5 (+1),-0.00266287
7917,6952,494.237812,internal 4:8 (+1) / internal 4:13-NH3-NH3 (+2) (C13),-0.00203917,565.275177,internal 3:8 (+1) / b6-H2O-NH3 (+1) (C13),-0.00229039
20162,6953,666.887703,No Match,-1000.0,753.896121,No Match,-1000.0
4129,6954,398.232448,No Match,-1000.0,682.371222,No Match,-1000.0
1118,6955,201.124072,b2-CO (+1) / internal 4:5-CO (+1) / internal 11:12-CO (+1),-0.00070315,535.850077,No Match,-1000.0
14531,6956,540.804661,y10 (+2) (C13),-0.00153649,587.840184,y11-H2O (+2),-0.00198726
17414,6957,630.403825,y5 (+1) (C13),-0.00238304,288.204002,y2 (+1),-0.00098585
27898,6958,814.482029,y7 (+1),-0.00390064,517.276486,No Match,-1000.0
17612,6959,645.354248,y12-H2O (+2),-0.00257975,476.775123,y8 (+2) (C13),-0.00128724
12472,6960,531.621297,No Match,-1000.0,667.887312,No Match,-1000.0
13027,6961,535.850077,No Match,-1000.0,750.356517,internal 3:10 (+1),-0.00358916
4034,6962,398.232448,No Match,-1000.0,428.215597,internal 3:7 (+1),-0.00162225
19438,6963,660.387149,No Match,-1000.0,680.872829,y13-H2O (+2),-0.00260386
18171,6964,646.372715,No Match,-1000.0,535.955778,No Match,-1000.0
16815,6965,610.345456,No Match,-1000.0,660.387149,No Match,-1000.0
22521,6966,683.374046,No Match,-1000.0,535.955778,No Match,-1000.0
